"Class"	"Field"	"Label"	"Tooltip"	"Source"	"SourceDetail"	"Confidence"
"Text"	""	"Text"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=Text"	"ambiguous"
"Text"	""	"Texts"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=Text-Plural"	"ambiguous"
"Text"	"Abbreviation"	"Abbreviation"	""	"slice"	"CellarParts.xml, bin class=Text, part id=Text-Detail-AbbreviationAllWs"	"exact"
"Text"	"Contents"	"Text"	""	"slice"	"CellarParts.xml, bin class=Text, part id=Text-Detail-Contents"	"exact"
"Text"	"DateCreated"	"Date Created"	""	"slice"	"Cellar.fwlayout, layout class=Text type=detail name=FullInformation"	"exact"
"Text"	"DateModified"	"Date Modified"	""	"slice"	"Cellar.fwlayout, layout class=Text type=detail name=FullInformation"	"exact"
"Text"	"Description"	"Comment"	""	"slice"	"CellarParts.xml, bin class=Text, part id=Text-Detail-CommentAllWs"	"exact"
"Text"	"Genres"	"Genres"	""	"slice"	"CellarParts.xml, bin class=Text, part id=Text-Detail-Genres"	"exact"
"Text"	"IsTranslated"	"Text is a translation"	""	"slice"	"CellarParts.xml, bin class=Text, part id=Text-Detail-IsTranslated"	"exact"
"Text"	"MediaFiles"	"Media"	""	"slice"	"CellarParts.xml, bin class=Text, part id=Text-Detail-Media"	"exact"
"Text"	"Name"	"Title"	""	"slice"	"CellarParts.xml, bin class=Text, part id=Text-Detail-TitleAllWs"	"exact"
"Text"	"NotebookSection"	"Notebook Record"	""	"slice"	"Cellar.fwlayout, layout class=Text type=detail name=FullInformation"	"exact"
"Text"	"Source"	"Source"	""	"slice"	"CellarParts.xml, bin class=Text, part id=Text-Detail-SourceAllWs"	"exact"
"WfiAnalysis"	""	"Analyses"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=WfiAnalysis-Plural"	"ambiguous"
"WfiAnalysis"	""	"Analysis"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=WfiAnalysis"	"ambiguous"
"WfiAnalysis"	"Category"	"Word Category"	""	"slice"	"WFIParts.xml, bin class=WfiAnalysis, part id=WfiAnalysis-Detail-PartOfSpeech"	"exact"
"WfiAnalysis"	"MorphBundles"	"Analysis"	""	"slice"	"WFIParts.xml, bin class=WfiAnalysis, part id=WfiAnalysis-Detail-InterlinearAnal | WFIParts.xml, bin class=WfiAnalysis, part id=WfiAnalysis-Detail-InterlinearParse"	"exact"
"WfiAnalysis"	"ParserStatusIcon"	"Parse result"	""	"slice"	"WFIParts.xml, bin class=WfiAnalysis, part id=WfiAnalysis-Detail-ParserOpinion"	"exact"
"WfiGloss"	""	"Word Gloss"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=WfiGloss"	"class-only"
"WfiGloss"	"Form"	"Word Gloss"	""	"slice"	"WFIParts.xml, bin class=WfiGloss, part id=WfiGloss-Detail-FormAllAnal"	"exact"
"WfiMorphBundle"	""	"Analysis"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=WfiMorphBundle"	"class-only"
"WfiWordform"	""	"Wordform"	""	"strings-en"	"strings-en.xml, group=ClassNames, id=WfiWordform"	"ambiguous"
"WfiWordform"	""	"Wordform Analyses"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=WfiWordform-Full"	"ambiguous"
"WfiWordform"	""	"Wordforms"	""	"strings-en"	"strings-en.xml, group=AlternativeTitles, id=WfiWordform-Plural"	"ambiguous"
"WfiWordform"	"HumanApprovedAnalysesSection"	"User Approved (Analyses)"	""	"slice"	"WFI.fwlayout, layout class=WfiWordform type=detail name=Normal"	"exact"
"WfiWordform"	"HumanDisapprovedAnalysesSection"	"User Disapproved (Test Case Analyses)"	""	"slice"	"WFI.fwlayout, layout class=WfiWordform type=detail name=Normal"	"exact"
"WfiWordform"	"HumanNoOpinionAnalysesSection"	"User Opinion Unknown (Analysis Candidates)"	""	"slice"	"WFI.fwlayout, layout class=WfiWordform type=detail name=Normal"	"exact"
"WfiWordform"	"SpellingStatus"	"Spelling Status"	""	"slice"	"WFIParts.xml, bin class=WfiWordform, part id=WfiWordform-Detail-Spelling"	"exact"
